timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1753970801234,1304,Get Home Page,200,"Number of samples in transaction : 1, number of failing samples : 0",2_ View Details - Ultimate Thread Group 2-30,,true,,5664,525,3,10,null,0,1092,960
1753970802312,1304,Get Home Page-26,200,,2_ View Details - Ultimate Thread Group 2-30,text,true,,5664,525,3,10,https://petstore.octoperf.com/actions/Catalog.action,1302,0,960
1753970802236,1457,Get Home Page,200,"Number of samples in transaction : 1, number of failing samples : 0",2_ View Details - Ultimate Thread Group 2-29,,true,,5664,525,4,14,null,0,1034,1091
1753970803267,1457,Get Home Page-26,200,,2_ View Details - Ultimate Thread Group 2-29,text,true,,5664,525,4,14,https://petstore.octoperf.com/actions/Catalog.action,1456,0,1091
1753970801818,2466,Get Home Page,200,"Number of samples in transaction : 3, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-58,,true,,23706,1532,11,17,null,0,1066,1294
1753970801829,1648,Get Home Page-4,200,,1_ Search - Ultimate Thread Group 1-58,text,true,,1452,455,7,10,https://petstore.octoperf.com/,1647,0,1294
1753970804529,365,Get Home Page-7,200,,1_ Search - Ultimate Thread Group 1-58,text,true,,5664,525,10,15,https://petstore.octoperf.com/actions/Catalog.action,363,0,0
1753970804896,453,Get Home Page-9,200,,1_ Search - Ultimate Thread Group 1-58,text,true,,16590,552,11,17,https://petstore.octoperf.com/images/logo-topbar.svg,338,0,0
1753970801317,2985,Get Home Page,200,"Number of samples in transaction : 3, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-59,,true,,23706,1532,11,17,null,0,1094,1851
1753970801320,2187,Get Home Page-4,200,,1_ Search - Ultimate Thread Group 1-59,text,true,,1452,455,7,10,https://petstore.octoperf.com/,2187,0,1851
1753970804596,340,Get Home Page-7,200,,1_ Search - Ultimate Thread Group 1-59,text,true,,5664,525,10,15,https://petstore.octoperf.com/actions/Catalog.action,338,0,0
1753970804938,458,Get Home Page-9,200,,1_ Search - Ultimate Thread Group 1-59,text,true,,16590,552,11,17,https://petstore.octoperf.com/images/logo-topbar.svg,341,0,0
1753970803236,1154,Get Home Page,200,"Number of samples in transaction : 1, number of failing samples : 0",2_ View Details - Ultimate Thread Group 2-28,,true,,5664,525,5,17,null,0,1012,811
1753970804246,1154,Get Home Page-26,200,,2_ View Details - Ultimate Thread Group 2-28,text,true,,5664,525,5,17,https://petstore.octoperf.com/actions/Catalog.action,1154,0,811
1753970800827,3476,Get Home Page,200,"Number of samples in transaction : 3, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-60,,true,,23706,1532,11,17,null,0,1138,2292
1753970800831,2646,Get Home Page-4,200,,1_ Search - Ultimate Thread Group 1-60,text,true,,1452,455,7,10,https://petstore.octoperf.com/,2645,0,2292
1753970804608,358,Get Home Page-7,200,,1_ Search - Ultimate Thread Group 1-60,text,true,,5664,525,10,15,https://petstore.octoperf.com/actions/Catalog.action,357,0,0
1753970804968,472,Get Home Page-9,200,,1_ Search - Ultimate Thread Group 1-60,text,true,,16590,552,11,17,https://petstore.octoperf.com/images/logo-topbar.svg,346,0,0
1753970800337,3771,Get Home Page,200,"Number of samples in transaction : 3, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-61,,true,,23706,1532,11,17,null,0,1371,2629
1753970800564,2948,Get Home Page-4,200,,1_ Search - Ultimate Thread Group 1-61,text,true,,1452,455,7,10,https://petstore.octoperf.com/,2948,0,2629
1753970804653,375,Get Home Page-7,200,,1_ Search - Ultimate Thread Group 1-61,text,true,,5664,525,10,15,https://petstore.octoperf.com/actions/Catalog.action,375,0,0
1753970805030,448,Get Home Page-9,200,,1_ Search - Ultimate Thread Group 1-61,text,true,,16590,552,11,17,https://petstore.octoperf.com/images/logo-topbar.svg,344,0,0
1753970802308,2162,Get Home Page,200,"Number of samples in transaction : 3, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-57,,true,,23706,1532,11,17,null,0,1115,987
1753970802311,1333,Get Home Page-4,200,,1_ Search - Ultimate Thread Group 1-57,text,true,,1452,455,7,10,https://petstore.octoperf.com/,1333,0,987
1753970804752,338,Get Home Page-7,200,,1_ Search - Ultimate Thread Group 1-57,text,true,,5664,525,10,15,https://petstore.octoperf.com/actions/Catalog.action,336,0,0
1753970805093,491,Get Home Page-9,200,,1_ Search - Ultimate Thread Group 1-57,text,true,,16590,552,11,17,https://petstore.octoperf.com/images/logo-topbar.svg,336,0,0
1753970803633,342,Click on Category,200,"Number of samples in transaction : 1, number of failing samples : 0",2_ View Details - Ultimate Thread Group 2-30,,true,,3928,630,5,18,null,0,2101,0
1753970802794,2202,Get Home Page,200,"Number of samples in transaction : 3, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-56,,true,,23706,1532,12,18,null,0,1081,806
1753970805733,342,Click on Category-28,200,,2_ View Details - Ultimate Thread Group 2-30,text,true,,3928,630,5,18,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=FISH,342,0,0
1753970802796,1526,Get Home Page-4,200,,1_ Search - Ultimate Thread Group 1-56,text,true,,1452,455,9,14,https://petstore.octoperf.com/,1526,0,806
1753970805398,345,Get Home Page-7,200,,1_ Search - Ultimate Thread Group 1-56,text,true,,5664,525,11,17,https://petstore.octoperf.com/actions/Catalog.action,343,0,0
1753970805745,331,Get Home Page-9,200,,1_ Search - Ultimate Thread Group 1-56,text,true,,16590,552,12,18,https://petstore.octoperf.com/images/logo-topbar.svg,330,0,0
1753970803285,1924,Get Home Page,200,"Number of samples in transaction : 3, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-55,,true,,23706,1532,13,20,null,0,1081,963
1753970803287,1257,Get Home Page-4,200,,1_ Search - Ultimate Thread Group 1-55,text,true,,1452,455,9,14,https://petstore.octoperf.com/,1257,0,963
1753970805622,337,Get Home Page-7,200,,1_ Search - Ultimate Thread Group 1-55,text,true,,5664,525,12,18,https://petstore.octoperf.com/actions/Catalog.action,335,0,0
1753970805960,330,Get Home Page-9,200,,1_ Search - Ultimate Thread Group 1-55,text,true,,16590,552,13,20,https://petstore.octoperf.com/images/logo-topbar.svg,326,0,0
1753970804237,1157,Get Home Page,200,"Number of samples in transaction : 1, number of failing samples : 0",2_ View Details - Ultimate Thread Group 2-27,,true,,5664,525,6,20,null,0,1065,813
1753970805301,1157,Get Home Page-26,200,,2_ View Details - Ultimate Thread Group 2-27,text,true,,5664,525,6,20,https://petstore.octoperf.com/actions/Catalog.action,1156,0,813
1753970803777,2002,Get Home Page,200,"Number of samples in transaction : 3, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-54,,true,,23706,1532,14,21,null,0,1102,857
1753970803780,1221,Get Home Page-4,200,,1_ Search - Ultimate Thread Group 1-54,text,true,,1452,455,10,15,https://petstore.octoperf.com/,1221,0,857
1753970806098,311,Get Home Page-7,200,,1_ Search - Ultimate Thread Group 1-54,text,true,,5664,525,13,20,https://petstore.octoperf.com/actions/Catalog.action,310,0,0
1753970806411,470,Get Home Page-9,200,,1_ Search - Ultimate Thread Group 1-54,text,true,,16590,552,14,21,https://petstore.octoperf.com/images/logo-topbar.svg,357,0,0
1753970804728,383,Click on Category,200,"Number of samples in transaction : 1, number of failing samples : 0",2_ View Details - Ultimate Thread Group 2-29,,true,,3662,630,6,21,null,0,2038,0
1753970806765,383,Click on Category-28,200,,2_ View Details - Ultimate Thread Group 2-29,text,true,,3662,630,6,21,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=CATS,382,0,0
1753970804269,1925,Get Home Page,200,"Number of samples in transaction : 3, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-53,,true,,23706,1532,15,23,null,0,1072,829
1753970804272,1168,Get Home Page-4,200,,1_ Search - Ultimate Thread Group 1-53,text,true,,1452,455,11,17,https://petstore.octoperf.com/,1168,0,829
1753970806506,393,Get Home Page-7,200,,1_ Search - Ultimate Thread Group 1-53,text,true,,5664,525,14,21,https://petstore.octoperf.com/actions/Catalog.action,393,0,0
1753970806901,364,Get Home Page-9,200,,1_ Search - Ultimate Thread Group 1-53,text,true,,16590,552,15,23,https://petstore.octoperf.com/images/logo-topbar.svg,361,0,0
1753970804082,1243,Get Home Page,200,"Number of samples in transaction : 1, number of failing samples : 0",3_ Add to Cart - Ultimate Thread Group 3-8,,true,,5664,525,1,23,null,0,2091,857
1753970806172,1243,Get Home Page-31,200,,3_ Add to Cart - Ultimate Thread Group 3-8,text,true,,5664,525,1,23,https://petstore.octoperf.com/actions/Catalog.action,1242,0,857
1753970805236,1184,Get Home Page,200,"Number of samples in transaction : 1, number of failing samples : 0",2_ View Details - Ultimate Thread Group 2-26,,true,,5664,525,7,23,null,0,1031,851
1753970806264,1184,Get Home Page-26,200,,2_ View Details - Ultimate Thread Group 2-26,text,true,,5664,525,7,23,https://petstore.octoperf.com/actions/Catalog.action,1183,0,851
1753970804760,1843,Get Home Page,200,"Number of samples in transaction : 3, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-52,,true,,23706,1532,15,23,null,0,1090,822
1753970804762,1151,Get Home Page-4,200,,1_ Search - Ultimate Thread Group 1-52,text,true,,1452,455,12,18,https://petstore.octoperf.com/,1151,0,822
1753970806998,404,Get Home Page-7,200,,1_ Search - Ultimate Thread Group 1-52,text,true,,5664,525,15,23,https://petstore.octoperf.com/actions/Catalog.action,402,0,0
1753970807404,288,Get Home Page-9,200,,1_ Search - Ultimate Thread Group 1-52,text,true,,16590,552,15,23,https://petstore.octoperf.com/images/logo-topbar.svg,280,0,0
1753970805402,289,Click on Category,200,"Number of samples in transaction : 1, number of failing samples : 0",2_ View Details - Ultimate Thread Group 2-28,,true,,3928,630,7,24,null,0,2099,0
1753970807499,289,Click on Category-28,200,,2_ View Details - Ultimate Thread Group 2-28,text,true,,3928,630,7,24,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=FISH,289,0,0
1753970805251,1642,Get Home Page,200,"Number of samples in transaction : 3, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-51,,true,,23706,1532,16,25,null,0,1132,822
1753970805253,1134,Get Home Page-4,200,,1_ Search - Ultimate Thread Group 1-51,text,true,,1452,455,13,20,https://petstore.octoperf.com/,1134,0,822
1753970807514,275,Get Home Page-7,200,,1_ Search - Ultimate Thread Group 1-51,text,true,,5664,525,16,24,https://petstore.octoperf.com/actions/Catalog.action,274,0,0
1753970807791,233,Get Home Page-9,200,,1_ Search - Ultimate Thread Group 1-51,text,true,,16590,552,16,25,https://petstore.octoperf.com/images/logo-topbar.svg,232,0,0
1753970806234,971,Get Home Page,200,"Number of samples in transaction : 1, number of failing samples : 0",2_ View Details - Ultimate Thread Group 2-25,,true,,5664,525,8,27,null,0,1091,623
1753970807323,971,Get Home Page-26,200,,2_ View Details - Ultimate Thread Group 2-25,text,true,,5664,525,8,27,https://petstore.octoperf.com/actions/Catalog.action,971,0,623
1753970806077,444,Click on ProductID,200,"Number of samples in transaction : 1, number of failing samples : 0",2_ View Details - Ultimate Thread Group 2-30,,true,,4119,662,8,27,null,0,2016,0
1753970808092,444,Click on ProductID-29,200,,2_ View Details - Ultimate Thread Group 2-30,text,true,,4119,662,8,27,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=FI-FW-02,443,0,0
1753970805751,2051,Get Home Page,200,"Number of samples in transaction : 3, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-50,,true,,23706,1532,18,28,null,0,1065,811
1753970805755,1175,Get Home Page-4,200,,1_ Search - Ultimate Thread Group 1-50,text,true,,1452,455,14,21,https://petstore.octoperf.com/,1175,0,811
1753970807988,383,Get Home Page-7,200,,1_ Search - Ultimate Thread Group 1-50,text,true,,5664,525,17,27,https://petstore.octoperf.com/actions/Catalog.action,382,0,0
1753970808374,493,Get Home Page-9,200,,1_ Search - Ultimate Thread Group 1-50,text,true,,16590,552,18,28,https://petstore.octoperf.com/images/logo-topbar.svg,385,0,0
1753970806460,384,Click on Category,200,"Number of samples in transaction : 1, number of failing samples : 0",2_ View Details - Ultimate Thread Group 2-27,,true,,3662,630,8,28,null,0,2030,0
1753970808489,384,Click on Category-28,200,,2_ View Details - Ultimate Thread Group 2-27,text,true,,3662,630,8,28,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=CATS,384,0,0
1753970806236,1993,Get Home Page,200,"Number of samples in transaction : 3, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-49,,true,,23706,1532,19,30,null,0,1120,848
1753970806237,1196,Get Home Page-4,200,,1_ Search - Ultimate Thread Group 1-49,text,true,,1452,455,15,23,https://petstore.octoperf.com/,1196,0,848
1753970808551,381,Get Home Page-7,200,,1_ Search - Ultimate Thread Group 1-49,text,true,,5664,525,18,28,https://petstore.octoperf.com/actions/Catalog.action,380,0,0
1753970808933,416,Get Home Page-9,200,,1_ Search - Ultimate Thread Group 1-49,text,true,,16590,552,19,30,https://petstore.octoperf.com/images/logo-topbar.svg,412,0,0
1753970807149,449,Click on ProductID,200,"Number of samples in transaction : 1, number of failing samples : 0",2_ View Details - Ultimate Thread Group 2-29,,true,,4106,663,9,30,null,0,2032,0
1753970809180,449,Click on ProductID-29,200,,2_ View Details - Ultimate Thread Group 2-29,text,true,,4106,663,9,30,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=FL-DSH-01,449,0,0
1753970807235,1341,Get Home Page,200,"Number of samples in transaction : 1, number of failing samples : 0",2_ View Details - Ultimate Thread Group 2-24,,true,,5664,525,9,30,null,0,1100,919
1753970808333,1341,Get Home Page-26,200,,2_ View Details - Ultimate Thread Group 2-24,text,true,,5664,525,9,30,https://petstore.octoperf.com/actions/Catalog.action,1341,0,919
1753970806727,2037,Get Home Page,200,"Number of samples in transaction : 3, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-48,,true,,23706,1532,20,31,null,0,1076,805
1753970806729,1081,Get Home Page-4,200,,1_ Search - Ultimate Thread Group 1-48,text,true,,1452,455,16,24,https://petstore.octoperf.com/,1081,0,805
1753970808881,424,Get Home Page-7,200,,1_ Search - Ultimate Thread Group 1-48,text,true,,5664,525,19,30,https://petstore.octoperf.com/actions/Catalog.action,423,0,0
1753970809307,532,Get Home Page-9,200,,1_ Search - Ultimate Thread Group 1-48,text,true,,16590,552,20,31,https://petstore.octoperf.com/images/logo-topbar.svg,404,0,0
1753970807418,423,Click On Sign in,200,"Number of samples in transaction : 1, number of failing samples : 0",3_ Add to Cart - Ultimate Thread Group 3-8,,true,,4095,612,2,31,null,0,2025,0
1753970809442,423,Click On Sign in-37,200,,3_ Add to Cart - Ultimate Thread Group 3-8,text,true,,4095,612,2,31,https://petstore.octoperf.com/actions/Account.action?signonForm=,423,0,0
1753970807451,408,Click on Category,200,"Number of samples in transaction : 1, number of failing samples : 0",2_ View Details - Ultimate Thread Group 2-26,,true,,4212,630,9,31,null,0,2087,0
1753970809537,408,Click on Category-28,200,,2_ View Details - Ultimate Thread Group 2-26,text,true,,4212,630,9,31,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=DOGS,405,0,0
1753970805351,348,Type and Search,200,"Number of samples in transaction : 1, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-58,,true,,4081,967,20,31,null,0,4325,0
1753970809676,348,Type and Search-22,200,,1_ Search - Ultimate Thread Group 1-58,text,true,,4081,967,20,31,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=89BCDD5E8DF15351B7C17616FEC2CB7E,348,0,0
1753970805442,358,Type and Search,200,"Number of samples in transaction : 1, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-60,,true,,3441,967,20,31,null,0,4235,0
1753970809676,358,Type and Search-22,200,,1_ Search - Ultimate Thread Group 1-60,text,true,,3441,967,20,31,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=89BCDD5E8DF15351B7C17616FEC2CB7E,358,0,0
1753970805397,333,Type and Search,200,"Number of samples in transaction : 1, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-59,,true,,3441,967,20,31,null,0,4318,0
1753970809715,333,Type and Search-22,200,,1_ Search - Ultimate Thread Group 1-59,text,true,,3441,967,20,31,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=89BCDD5E8DF15351B7C17616FEC2CB7E,332,0,0
1753970807221,1848,Get Home Page,200,"Number of samples in transaction : 3, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-47,,true,,23706,1532,20,31,null,0,1059,666
1753970807223,926,Get Home Page-4,200,,1_ Search - Ultimate Thread Group 1-47,text,true,,1452,455,16,25,https://petstore.octoperf.com/,926,0,666
1753970809205,461,Get Home Page-7,200,,1_ Search - Ultimate Thread Group 1-47,text,true,,5664,525,19,30,https://petstore.octoperf.com/actions/Catalog.action,460,0,0
1753970809667,461,Get Home Page-9,200,,1_ Search - Ultimate Thread Group 1-47,text,true,,16590,552,20,31,https://petstore.octoperf.com/images/logo-topbar.svg,343,0,0
1753970805480,391,Type and Search,200,"Number of samples in transaction : 1, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-61,,true,,3445,971,20,31,null,0,4277,0
1753970809756,391,Type and Search-22,200,,1_ Search - Ultimate Thread Group 1-61,text,true,,3445,971,20,31,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=89BCDD5E8DF15351B7C17616FEC2CB7E,391,0,0
1753970807791,424,Click on ProductID,200,"Number of samples in transaction : 1, number of failing samples : 0",2_ View Details - Ultimate Thread Group 2-28,,true,,3826,662,10,33,null,0,2057,0
1753970809847,424,Click on ProductID-29,200,,2_ View Details - Ultimate Thread Group 2-28,text,true,,3826,662,10,33,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=FI-SW-02,424,0,0
1753970805586,406,Type and Search,200,"Number of samples in transaction : 1, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-57,,true,,3442,968,21,33,null,0,4294,0
1753970809879,406,Type and Search-22,200,,1_ Search - Ultimate Thread Group 1-57,text,true,,3442,968,21,33,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=89BCDD5E8DF15351B7C17616FEC2CB7E,406,0,0
1753970808236,1293,Get Home Page,200,"Number of samples in transaction : 1, number of failing samples : 0",2_ View Details - Ultimate Thread Group 2-23,,true,,5664,525,10,33,null,0,1018,953
1753970809253,1293,Get Home Page-26,200,,2_ View Details - Ultimate Thread Group 2-23,text,true,,5664,525,10,33,https://petstore.octoperf.com/actions/Catalog.action,1292,0,953
1753970808297,347,Click on Category,200,"Number of samples in transaction : 1, number of failing samples : 0",2_ View Details - Ultimate Thread Group 2-25,,true,,4212,630,10,34,null,0,2026,0
1753970810322,347,Click on Category-28,200,,2_ View Details - Ultimate Thread Group 2-25,text,true,,4212,630,10,34,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=DOGS,346,0,0
1753970806077,361,Type and Search,200,"Number of samples in transaction : 1, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-56,,true,,4081,967,22,34,null,0,4256,0
1753970810333,361,Type and Search-22,200,,1_ Search - Ultimate Thread Group 1-56,text,true,,4081,967,22,34,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=89BCDD5E8DF15351B7C17616FEC2CB7E,361,0,0
1753970806291,330,Type and Search,200,"Number of samples in transaction : 1, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-55,,true,,3441,967,22,34,null,0,4228,0
1753970810518,330,Type and Search-22,200,,1_ Search - Ultimate Thread Group 1-55,text,true,,3441,967,22,34,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=89BCDD5E8DF15351B7C17616FEC2CB7E,330,0,0
1753970807713,2008,Get Home Page,200,"Number of samples in transaction : 3, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-46,,true,,23706,1532,22,34,null,0,1149,832
1753970807725,1237,Get Home Page-4,200,,1_ Search - Ultimate Thread Group 1-46,text,true,,1452,455,18,28,https://petstore.octoperf.com/,1237,0,832
1753970810096,332,Get Home Page-7,200,,1_ Search - Ultimate Thread Group 1-46,text,true,,5664,525,21,33,https://petstore.octoperf.com/actions/Catalog.action,329,0,0
1753970810430,439,Get Home Page-9,200,,1_ Search - Ultimate Thread Group 1-46,text,true,,16590,552,22,34,https://petstore.octoperf.com/images/logo-topbar.svg,336,0,0
1753970808538,336,Click on ItemID,200,"Number of samples in transaction : 1, number of failing samples : 0",2_ View Details - Ultimate Thread Group 2-30,,true,,3810,656,10,34,null,0,2078,0
1753970810616,336,Click on ItemID-30,200,,2_ View Details - Ultimate Thread Group 2-30,text,true,,3810,656,10,34,https://petstore.octoperf.com/actions/Catalog.action?viewItem=&itemId=EST-21,336,0,0
1753970807834,1143,Get Home Page,200,"Number of samples in transaction : 1, number of failing samples : 0",3_ Add to Cart - Ultimate Thread Group 3-7,,true,,5664,525,2,34,null,0,2075,817
1753970809908,1143,Get Home Page-31,200,,3_ Add to Cart - Ultimate Thread Group 3-7,text,true,,5664,525,2,34,https://petstore.octoperf.com/actions/Catalog.action,1142,0,817
1753970808875,293,Click on ProductID,200,"Number of samples in transaction : 1, number of failing samples : 0",2_ View Details - Ultimate Thread Group 2-27,,true,,4106,663,10,35,null,0,2034,0
1753970810908,293,Click on ProductID-29,200,,2_ View Details - Ultimate Thread Group 2-27,text,true,,4106,663,10,35,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=FL-DSH-01,293,0,0
1753970806882,325,Type and Search,200,"Number of samples in transaction : 1, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-54,,true,,3441,967,23,36,null,0,4233,0
1753970811114,325,Type and Search-22,200,,1_ Search - Ultimate Thread Group 1-54,text,true,,3441,967,23,36,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=89BCDD5E8DF15351B7C17616FEC2CB7E,325,0,0
1753970809235,1145,Get Home Page,200,"Number of samples in transaction : 1, number of failing samples : 0",2_ View Details - Ultimate Thread Group 2-22,,true,,5664,525,11,36,null,0,1101,836
1753970810335,1145,Get Home Page-26,200,,2_ View Details - Ultimate Thread Group 2-22,text,true,,5664,525,11,36,https://petstore.octoperf.com/actions/Catalog.action,1144,0,836
1753970808204,2374,Get Home Page,200,"Number of samples in transaction : 3, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-45,,true,,23706,1532,23,37,null,0,1067,1222
1753970808210,1641,Get Home Page-4,200,,1_ Search - Ultimate Thread Group 1-45,text,true,,1452,455,20,31,https://petstore.octoperf.com/,1641,0,1222
1753970810910,312,Get Home Page-7,200,,1_ Search - Ultimate Thread Group 1-45,text,true,,5664,525,23,35,https://petstore.octoperf.com/actions/Catalog.action,312,0,0
1753970811223,421,Get Home Page-9,200,,1_ Search - Ultimate Thread Group 1-45,text,true,,16590,552,23,37,https://petstore.octoperf.com/images/logo-topbar.svg,308,0,0
1753970808706,1930,Get Home Page,200,"Number of samples in transaction : 3, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-44,,true,,23706,1532,24,38,null,0,1112,969
1753970808709,1304,Get Home Page-4,200,,1_ Search - Ultimate Thread Group 1-44,text,true,,1452,455,20,31,https://petstore.octoperf.com/,1304,0,969
1753970811120,330,Get Home Page-7,200,,1_ Search - Ultimate Thread Group 1-44,text,true,,5664,525,23,36,https://petstore.octoperf.com/actions/Catalog.action,330,0,0
1753970811451,296,Get Home Page-9,200,,1_ Search - Ultimate Thread Group 1-44,text,true,,16590,552,24,38,https://petstore.octoperf.com/images/logo-topbar.svg,292,0,0
1753970807266,297,Type and Search,200,"Number of samples in transaction : 1, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-53,,true,,3445,971,24,38,null,0,4269,0
1753970811535,297,Type and Search-22,200,,1_ Search - Ultimate Thread Group 1-53,text,true,,3445,971,24,38,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=89BCDD5E8DF15351B7C17616FEC2CB7E,297,0,0
1753970809676,311,Click on Category,200,"Number of samples in transaction : 1, number of failing samples : 0",2_ View Details - Ultimate Thread Group 2-24,,true,,4212,630,11,38,null,0,2005,0
1753970811680,311,Click on Category-28,200,,2_ View Details - Ultimate Thread Group 2-24,text,true,,4212,630,11,38,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=DOGS,310,0,0
1753970809631,308,Click on ItemID,200,"Number of samples in transaction : 1, number of failing samples : 0",2_ View Details - Ultimate Thread Group 2-29,,true,,3809,656,11,38,null,0,2057,0
1753970811688,308,Click on ItemID-30,200,,2_ View Details - Ultimate Thread Group 2-29,text,true,,3809,656,11,38,https://petstore.octoperf.com/actions/Catalog.action?viewItem=&itemId=EST-14,308,0,0
1753970809187,1827,Get Home Page,200,"Number of samples in transaction : 3, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-43,,true,,23706,1532,24,38,null,0,1090,858
1753970809189,1194,Get Home Page-4,200,,1_ Search - Ultimate Thread Group 1-43,text,true,,1452,455,21,33,https://petstore.octoperf.com/,1194,0,858
1753970811470,303,Get Home Page-7,200,,1_ Search - Ultimate Thread Group 1-43,text,true,,5664,525,24,38,https://petstore.octoperf.com/actions/Catalog.action,302,0,0
1753970811774,330,Get Home Page-9,200,,1_ Search - Ultimate Thread Group 1-43,text,true,,16590,552,24,38,https://petstore.octoperf.com/images/logo-topbar.svg,310,0,0
1753970807694,313,Type and Search,200,"Number of samples in transaction : 1, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-52,,true,,3442,968,25,40,null,0,4272,0
1753970811966,313,Type and Search-22,200,,1_ Search - Ultimate Thread Group 1-52,text,true,,3442,968,25,40,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=89BCDD5E8DF15351B7C17616FEC2CB7E,313,0,0
1753970810236,1036,Get Home Page,200,"Number of samples in transaction : 1, number of failing samples : 0",2_ View Details - Ultimate Thread Group 2-21,,true,,5664,525,12,40,null,0,1044,734
1753970811278,1036,Get Home Page-26,200,,2_ View Details - Ultimate Thread Group 2-21,text,true,,5664,525,12,40,https://petstore.octoperf.com/actions/Catalog.action,1036,0,734
1753970809946,336,Click on ProductID,200,"Number of samples in transaction : 1, number of failing samples : 0",2_ View Details - Ultimate Thread Group 2-26,,true,,4138,662,12,40,null,0,2085,0
1753970812030,336,Click on ProductID-29,200,,2_ View Details - Ultimate Thread Group 2-26,text,true,,4138,662,12,40,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=K9-DL-01,335,0,0
1753970810272,340,Click on ItemID,200,"Number of samples in transaction : 1, number of failing samples : 0",2_ View Details - Ultimate Thread Group 2-28,,true,,3815,655,12,41,null,0,2046,0
1753970812317,340,Click on ItemID-30,200,,2_ View Details - Ultimate Thread Group 2-28,text,true,,3815,655,12,41,https://petstore.octoperf.com/actions/Catalog.action?viewItem=&itemId=EST-3,340,0,0
1753970808025,342,Type and Search,200,"Number of samples in transaction : 1, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-51,,true,,4081,967,26,41,null,0,4306,0
1753970812331,342,Type and Search-22,200,,1_ Search - Ultimate Thread Group 1-51,text,true,,4081,967,26,41,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=89BCDD5E8DF15351B7C17616FEC2CB7E,341,0,0
1753970809687,1940,Get Home Page,200,"Number of samples in transaction : 3, number of failing samples : 0",1_ Search - Ultimate Thread Group 1-42,,true,,23706,1532,26,41,null,0,1076,854
1753970809691,1175,Get Home Page-4,200,,1_ Search - Ultimate Thread Group 1-42,text,true,,1452,455,22,34,https://petstore.octoperf.com/,1175,0,854
1753970811936,306,Get Home Page-7,200,,1_ Search - Ultimate Thread Group 1-42,text,true,,5664,525,25,40,https://petstore.octoperf.com/actions/Catalog.action,305,0,0
1753970812243,459,Get Home Page-9,200,,1_ Search - Ultimate Thread Group 1-42,text,true,,16590,552,26,41,https://petstore.octoperf.com/images/logo-topbar.svg,329,0,0
